"Symbol, Signal, Signal Date/Price[$]",Exit Signal Date/Price[$],Current Mark to Market and Holding Period,"Win Rate [%], History Tested, Number of Trades","Interval, Confirmation Status",Cancellation Level/Date,"Today Trading Date/Price[$], Today price vs Signal",Trading Days between Signal and Today Date,"Level, Trendpulse start Date/Price($)",Trendpulse Breakout Date/Price($),Earliest Unconfirmed Signal Date/Price($),Time from Latest Trading day to Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,TrendPulse Start/End (Date and Price($)),Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Target Exit Date(Win Trades) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Targets (Historic Rise or Fall to Pivot/Avg % Gain of Historic Winning trades/Function Specific Target/Horizontal/F-Stack 1/F-Stack 2/EMA 200) [$],Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Signal Open Price
"DOL.TO, Long, 2026-05-01 (Price: 174.0)",2026-06-09 (Price: 177.88),"2.23%, 1.3 month","100.0%, Past 4 years, 33","Daily, is CONFIRMED on 2026-05-01",Already confirmed,"2026-06-10 (Price: 179.57), 3.2% above",1.3 month,"4, 2026-02-27 (Price: 203.5)",2026-04-29 (Price: 170.31),2026-05-01 (Price: 174.0),42/40/40 days,5.44% above/3.2% above/3.2% above,2026-02-27 (Price: 203.5)/2026-05-01 (Price: 169.1658),9.01%/0.29%/2.81%,"-0.0%, 13.61%",4 months/6 days/1.2 month,2026-10-21/2026-05-09/2026-06-22,17.28%,17.39%,-0.11%,1.01,1.13,179.4984/178.8894/191.7/199.54/294.0831/455.769/189.0,169.07/53.835/132.3972/94.2286/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),173.68
"QQQ, Long, 2026-04-26 (Price: 663.88)",2026-05-31 (Price: 738.31),"11.21%, 1.2 month","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2026-04-24",Already confirmed,"2026-06-10 (Price: 693.69), 4.49% above",1.5 month,"2, 2016-09-25 (Price: 119.22)",2026-04-26 (Price: 663.88),2026-04-24 (Price: 663.88),45/47/45 days,4.49% above/4.49% above/4.49% above,2016-09-25 (Price: 119.22)/2026-04-26 (Price: 649.2686),12.09%/1.74%/6.41%,"10.15%, 35.46%",4.2 months/1.2 month/2.2 months,2026-10-25/2026-06-17/2026-07-30,7.81%,12.14%,-4.33%,0.34,0.81,750.7819/706.4347/990.68/No Horizontal Resistance/836.2536/910.0135/No EMA 200 Target,562.58/256.995/610.7303/563.3658/No F-Track Level/No F-Track Level/601.36,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),648.04
"SOXX, Long, 2026-04-26 (Price: 461.6)",2026-06-07 (Price: 539.77),"16.93%, 1.4 month","86.96%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-04-24",Already confirmed,"2026-06-10 (Price: 541.51), 17.31% above",1.5 month,"2, 2016-04-17 (Price: 30.9233)",2026-04-19 (Price: 415.71),2026-04-24 (Price: 461.6),52/47/45 days,30.26% above/17.31% above/17.31% above,2016-04-17 (Price: 30.9233)/2026-04-26 (Price: 399.6978),11.22%/1.12%/7.1%,"19.87%, 44.93%",3.5 months/28 days/1.8 month,2026-09-25/2026-06-05/2026-07-13,9.82%,16.02%,-6.2%,0.2,0.86,507.8523/494.3736/720.01/No Horizontal Resistance/No Target/617.0719/No EMA 200 Target,323.48/110.475/301.3628/254.997/No F-Track Level/No F-Track Level/304.52,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),417.495
"VGT, Long, 2026-04-26 (Price: 104.16)",2026-06-07 (Price: 115.28),"10.68%, 1.4 month","100.0%, Past 10 years, 18","Weekly, is CONFIRMED on 2026-04-24",Already confirmed,"2026-06-10 (Price: 112.34), 7.85% above",1.5 month,"2, 2025-11-02 (Price: 100.8737)",2026-04-19 (Price: 100.6975),2026-04-26 (Price: 104.16),52/45/45 days,11.56% above/7.85% above/7.85% above,2025-11-02 (Price: 100.8737)/2026-04-26 (Price: 93.9891),12.53%/2.4%/4.92%,"0%, 12.72%",9.6 months/1.2 month/2.7 months,2027-06-17/2026-06-17/2026-08-21,8.28%,2.33%,5.95%,1.59,0.31,108.2327/109.2847/106.13/No Horizontal Resistance/118.2702/124.1847/No EMA 200 Target,85.12/38.9788/87.7708/78.2577/No F-Track Level/No F-Track Level/92.11,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),100.5238
"NOVA.F, Long, 2026-04-26 (Price: 35.1)",2026-05-31 (Price: 38.96),"11.0%, 1.2 month","100.0%, Past 10 years, 17","Weekly, is CONFIRMED on 2026-04-24",Already confirmed,"2026-06-10 (Price: 37.52), 6.89% above",1.5 month,"4, 2024-06-23 (Price: 134.2182)",2026-04-26 (Price: 35.1),2026-04-24 (Price: 35.1),45/47/45 days,6.89% above/6.89% above/6.89% above,2024-06-23 (Price: 134.2182)/2026-04-26 (Price: 33.237),21.11%/2.36%/10.96%,"-0.0%, 9.84%",6.1 months/1.2 month/2.7 months,2027-01-16/2026-06-17/2026-08-21,12.8%,7.07%,5.73%,1.33,0.37,41.4004/38.947/94.57/126.5/138.0871/146.706/43.39,31.2/No Horizontal Support/33.7767/28.7825/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),34.12
"ASHR, Long, 2026-04-19 (Price: 34.78)",2026-05-31 (Price: 35.97),"3.42%, 1.4 month","76.0%, Past 10 years, 25","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-06-10 (Price: 34.66), 0.35% below",1.7 month,"0, 2021-12-19 (Price: 40.56)",2026-04-12 (Price: 33.81),2026-04-17 (Price: 34.78),59/54/52 days,2.51% above/0.35% below/0.35% below,2021-12-19 (Price: 40.56)/2026-04-19 (Price: 33.2351),24.71%/0.16%/9.6%,"34.5%, 52.68%",10.3 months/28 days/4.5 months,2027-07-10/2026-05-29/2026-10-31,0.45%,2.08%,-1.64%,-0.12,0.08,37.0024/38.1189/38.25/39.9467/60.2967/80.3432/No EMA 200 Target,32.0/23.68/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/32.22,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),33.85
"MEL.NZ, Long, 2026-04-19 (Price: 5.54)",2026-05-31 (Price: 5.87),"5.96%, 1.4 month","100.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-04-17",Already confirmed,"2026-06-10 (Price: 5.88), 6.14% above",1.7 month,"8, 2024-07-21 (Price: 6.89)",2026-04-19 (Price: 5.54),2026-04-15 (Price: 5.65),52/56/52 days,6.14% above/4.07% above/6.14% above,2024-07-21 (Price: 6.89)/2026-04-19 (Price: 5.4851),24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,2026-09-09/2026-06-18/2026-07-06,11.03%,7.59%,3.44%,0.58,0.4,6.0364/6.1067/6.35/6.825/7.4565/8.4564/5.69,5.35/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),5.5
"XLV, Long, 2026-04-14 (Price: 148.83)",2026-06-09 (Price: 154.57),"3.86%, 1.9 month","77.78%, Past 4 years, 27","Daily, is CONFIRMED on 2026-04-14",Already confirmed,"2026-06-10 (Price: 152.85), 2.7% above",1.9 month,"2, 2026-02-17 (Price: 158.91)",2026-04-13 (Price: 147.97),2026-04-14 (Price: 148.83),58/57/57 days,3.3% above/2.7% above/2.7% above,2026-02-17 (Price: 158.91)/2026-04-14 (Price: 146.4659),3.22%/0.29%/1.65%,"7.54%, 13.97%",4.2 months/6 days/1.2 month,2026-10-13/2026-04-22/2026-06-05,5.53%,4.58%,0.95%,-0.12,0.22,152.5656/151.2857/154.88/159.855/174.1807/202.706/No EMA 200 Target,143.26/122.0086/117.2225/81.225/No F-Track Level/No F-Track Level/146.27,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),147.38
"^TNX, Long, 2026-03-15 (Price: 4.285)",2026-05-31 (Price: 4.453),"3.92%, 2.6 months","88.89%, Past 10 years, 18","Weekly, is CONFIRMED on 2026-03-13",Already confirmed,"2026-06-10 (Price: 4.542), 6.0% above",2.9 months,"4, 2025-01-19 (Price: 4.809)",2026-03-08 (Price: 4.133),2026-03-11 (Price: 4.208),94/91/87 days,9.9% above/7.94% above/6.0% above,2025-01-19 (Price: 4.809)/2026-03-15 (Price: 4.0474),36.67%/4.7%/13.94%,"6.71%, 39.8%",11.7 months/28 days/3.1 months,2027-08-05/2026-04-24/2026-07-27,12.77%,1.53%,11.24%,0.7,0.17,4.7324/4.8823/4.6/4.6918/17.4008/18.8284/No EMA 200 Target,3.96/1.6875/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/4.2,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),4.173
"MEL.NZ, Long, 2026-03-08 (Price: 5.63)",2026-05-31 (Price: 5.87),"4.26%, 2.8 months","100.0%, Past 10 years, 20","Weekly, is CONFIRMED on 2026-03-06",Already confirmed,"2026-06-10 (Price: 5.88), 4.44% above",3.1 months,"8, 2024-07-21 (Price: 6.89)",2026-03-08 (Price: 5.63),2026-03-08 (Price: 5.63),94/94/94 days,4.44% above/4.44% above/4.44% above,2024-07-21 (Price: 6.89)/2026-03-08 (Price: 5.5745),24.31%/3.73%/10.23%,"-0.0%, 22.1%",3.3 months/1.4 month/1.8 month,2026-07-29/2026-05-07/2026-05-25,11.03%,7.59%,3.44%,0.58,0.4,6.1344/6.2059/6.39/6.825/7.4565/8.4564/5.72,5.46/4.3875/4.8318/4.5145/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),5.6
"XIU.TO, Long, 2026-03-01 (Price: 49.71)",2026-06-10 (Price: 50.72),"2.03%, 3.4 months","100.0%, Past 10 years, 16","Weekly, is CONFIRMED on 2026-02-27",Already confirmed,"2026-06-10 (Price: 50.72), 2.03% above",3.4 months,"4, 2016-03-20 (Price: 20.16)",2026-02-22 (Price: 49.57),2026-02-27 (Price: 49.71),108/103/101 days,2.32% above/2.03% above/2.03% above,2016-03-20 (Price: 20.16)/2026-03-01 (Price: 48.8542),4.78%/1.57%/2.92%,"-0.0%, 32.4%",1.1 year/28 days/3.7 months,2027-09-25/2026-04-10/2026-08-08,4.78%,4.53%,0.25%,1.33,0.22,50.6445/51.1615/67.44/No Horizontal Resistance/53.8646/79.5406/No EMA 200 Target,35.35/27.9467/37.996/28.1885/No F-Track Level/No F-Track Level/44.14,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),49.56
"SUNPHARMA.NS, Long, 2026-03-01 (Price: 1737.0)",2026-05-31 (Price: 1799.2),"3.58%, 3 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-02-27",Already confirmed,"2026-06-10 (Price: 1786.4), 2.84% above",3.4 months,"6, 2024-10-06 (Price: 1960.35)",2026-02-22 (Price: 1724.4),2026-02-27 (Price: 1737.0),108/103/101 days,3.6% above/2.84% above/2.84% above,2024-10-06 (Price: 1960.35)/2026-03-01 (Price: 1694.7517),16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2027-03-31/2026-04-22/2026-08-21,2.25%,10.55%,-8.3%,0.46,0.56,1798.4898/1934.3232/1871.01/1935.175/2110.5488/2409.4589/No EMA 200 Target,1595.3/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1688.06,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),1732.9
"CNR.TO, Long, 2026-02-22 (Price: 151.19)",2026-06-10 (Price: 166.5),"10.13%, 3.6 months","92.59%, Past 10 years, 27","Weekly, is CONFIRMED on 2026-02-20",Already confirmed,"2026-06-10 (Price: 166.5), 10.13% above",3.6 months,"2, 2016-03-20 (Price: 82.04)",2026-02-15 (Price: 146.42),2026-02-22 (Price: 151.19),115/108/108 days,13.71% above/10.13% above/10.13% above,2016-03-20 (Price: 82.04)/2026-02-22 (Price: 142.0066),10.37%/1.53%/6.06%,"6.29%, 28.98%",1.3 year/28 days/3.7 months,2027-12-31/2026-04-03/2026-08-01,6.05%,6.79%,-0.74%,0.9,0.39,159.9893/160.3521/192.68/167.5729/218.156/349.4971/No EMA 200 Target,130.99/127.536/136.9828/86.815/No F-Track Level/No F-Track Level/136.36,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),146.74
"^STI, Long, 2026-02-08 (Price: 4934.4102)",2026-06-10 (Price: 4958.8501),"0.5%, 4.1 months","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-02-06",Already confirmed,"2026-06-10 (Price: 4958.8501), 0.5% above",4.1 months,"2, 2016-03-20 (Price: 2906.8)",2026-01-25 (Price: 4891.4502),2026-02-03 (Price: 4944.0898),136/127/122 days,1.38% above/0.3% above/0.5% above,2016-03-20 (Price: 2906.8)/2026-02-08 (Price: 4852.6019),6.67%/1.15%/3.39%,"14.46%, 29.57%",1.6 year/28 days/3.6 months,2028-05-22/2026-03-20/2026-07-14,-6.1%,2.09%,-8.19%,-0.28,-0.04,5069.1196/5101.6867/6150.98/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3512.53/3030.985/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4317.44,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),4913.2598
"ASML, Long, 2026-02-01 (Price: 1423.0)",2026-06-07 (Price: 1641.74),"15.37%, 4.2 months","90.0%, Past 10 years, 30","Weekly, is CONFIRMED on 2026-01-30",Already confirmed,"2026-06-10 (Price: 1734.1899), 21.87% above",4.3 months,"2, 2016-02-07 (Price: 92.74)",2026-01-18 (Price: 1358.5699),2026-01-29 (Price: 1455.16),143/132/129 days,27.65% above/19.18% above/21.87% above,2016-02-07 (Price: 92.74)/2026-02-01 (Price: 1290.8753),26.23%/2.69%/11.48%,"25.72%, 56.36%",8.9 months/1.2 month/3.3 months,2027-02-22/2026-03-25/2026-06-24,11.44%,16.81%,-5.37%,0.53,0.81,1568.146/1586.3604/2221.16/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,689.82/576.784/1034.6774/832.8601/No F-Track Level/No F-Track Level/907.93,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),1385.87
"^STI, Long, 2026-01-25 (Price: 4891.4502)",2026-05-31 (Price: 5037.8599),"2.99%, 4.2 months","75.0%, Past 10 years, 24","Weekly, is CONFIRMED on 2026-01-23",Already confirmed,"2026-06-10 (Price: 4958.8501), 1.38% above",4.5 months,"2, 2016-03-20 (Price: 2906.8)",2026-01-25 (Price: 4891.4502),2026-01-23 (Price: 4891.4502),136/138/136 days,1.38% above/1.38% above/1.38% above,2016-03-20 (Price: 2906.8)/2026-01-25 (Price: 4807.2086),6.67%/1.15%/3.39%,"14.46%, 29.57%",1.6 year/28 days/3.6 months,2028-05-08/2026-03-06/2026-06-30,-6.1%,2.09%,-8.19%,-0.28,-0.04,5024.9868/5057.2704/6082.24/No Horizontal Resistance/5099.1474/6233.5022/No EMA 200 Target,3512.53/3022.714/4356.5412/3433.5319/No F-Track Level/No F-Track Level/4256.79,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),4834.46
"SUNPHARMA.NS, Long, 2026-01-11 (Price: 1729.9)",2026-05-31 (Price: 1799.2),"4.01%, 4.7 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2026-01-09",Already confirmed,"2026-06-10 (Price: 1786.4), 3.27% above",5 months,"6, 2024-10-06 (Price: 1960.35)",2026-01-04 (Price: 1728.0),2026-01-11 (Price: 1729.9),157/150/150 days,3.38% above/3.27% above/3.27% above,2024-10-06 (Price: 1960.35)/2026-01-11 (Price: 1720.22),16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2027-02-10/2026-03-04/2026-07-03,2.25%,10.55%,-8.3%,0.46,0.56,1791.1385/1926.4166/1868.17/1935.175/2110.5488/2409.4589/No EMA 200 Target,1586.7/727.775/1465.6767/925.6338/No F-Track Level/No F-Track Level/1698.45,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),1728.0
"MAR, Long, 2025-12-31 (Price: 310.24)",2026-05-31 (Price: 375.6),"21.07%, 5 months","100.0%, Past 20 years, 16","Monthly, is CONFIRMED on 2025-12-31",Already confirmed,"2026-06-10 (Price: 386.23), 24.49% above",5.4 months,"2, 2025-02-28 (Price: 307.52)",2025-11-30 (Price: 304.79),2025-12-31 (Price: 310.24),192/161/161 days,26.72% above/24.49% above/24.49% above,2025-02-28 (Price: 307.52)/2025-12-31 (Price: 259.98),30.2%/3.49%/14.0%,"0%, 34.42%",1.6 year/4.2 months/9.9 months,2028-04-13/2026-07-01/2027-03-06,8.97%,8.08%,0.89%,1.25,0.41,376.166/353.6736/311.87/No Horizontal Resistance/372.972/399.3723/No EMA 200 Target,136.01/129.12/275.4012/235.5515/No F-Track Level/No F-Track Level/267.22,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),302.43
"PERSISTENT.NS, Long, 2025-12-05 (Price: 6520.5)",2026-06-08 (Price: 5065.0),"-22.32%, 6.2 months","77.78%, Past 4 years, 27","Daily, is CONFIRMED on 2025-12-05",Already confirmed,"2026-06-10 (Price: 4928.0), 24.42% below",6.2 months,"4, 2020-01-23 (Price: 370.0)",2025-12-04 (Price: 6452.0),2025-12-05 (Price: 6520.5),188/187/187 days,23.62% below/24.42% below/24.42% below,2020-01-23 (Price: 370.0)/2025-12-05 (Price: 6367.9671),13.99%/0.64%/5.15%,"7.08%, 34.03%",3.4 months/6 days/26 days,2026-05-01/2025-12-13/2026-01-11,19.88%,40.64%,-20.76%,0.28,1.97,6942.3763/6856.3058/10210.8/No Horizontal Resistance/9957.5854/15965.083/No EMA 200 Target,6331.0/1548.5125/6244.7475/3950.0879/No F-Track Level/No F-Track Level/5542.75,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),6453.0
"NA.TO, Long, 2025-11-30 (Price: 168.95)",2026-06-10 (Price: 205.87),"21.85%, 6.4 months","83.33%, Past 20 years, 12","Monthly, is CONFIRMED on 2025-11-30",Already confirmed,"2026-06-10 (Price: 205.87), 21.85% above",6.4 months,"0, 2002-04-30 (Price: 17.575)",2025-10-31 (Price: 156.7),2025-11-28 (Price: 168.95),222/194/192 days,31.38% above/21.85% above/21.85% above,2002-04-30 (Price: 17.575)/2025-11-30 (Price: 151.5703),28.7%/8.86%/18.76%,"5.23%, 30.62%",1.5 year/5.1 months/9.5 months,2028-01-21/2026-07-09/2027-01-16,7.48%,7.8%,-0.32%,0.92,0.46,188.1765/200.645/259.77/No Horizontal Resistance/188.6608/207.1743/No EMA 200 Target,118.77/82.9367/134.0186/119.9028/No F-Track Level/No F-Track Level/138.03,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),157.19
"SUNPHARMA.NS, Long, 2025-11-23 (Price: 1779.7)",2026-05-31 (Price: 1799.2),"1.1%, 6.3 months","95.65%, Past 10 years, 23","Weekly, is CONFIRMED on 2025-11-21",Already confirmed,"2026-06-10 (Price: 1786.4), 0.38% above",6.6 months,"4, 2024-10-06 (Price: 1960.35)",2025-11-16 (Price: 1757.1),2025-11-19 (Price: 1784.1),206/203/199 days,1.67% above/0.13% above/0.38% above,2024-10-06 (Price: 1960.35)/2025-11-23 (Price: 1689.6984),16.13%/4.32%/11.36%,"35.87%, 59.81%",9.1 months/1.2 month/4 months,2026-12-23/2026-01-14/2026-05-15,2.25%,10.55%,-8.3%,0.46,0.56,1842.7014/1981.8739/1888.09/1935.175/2110.5488/2409.4589/No EMA 200 Target,1586.7/653.55/1465.6767/925.6338/No F-Track Level/No F-Track Level/1683.31,88.72%/133/4.6 months (Across ALL Assets),77.24%/369/4.1 months (Across ALL Assets),1765.8
"PERSISTENT.NS, Long, 2025-11-20 (Price: 6350.5)",2026-06-08 (Price: 5065.0),"-20.24%, 6.7 months","77.78%, Past 4 years, 27","Daily, is CONFIRMED on 2025-11-20",Already confirmed,"2026-06-10 (Price: 4928.0), 22.4% below",6.7 months,"2, 2020-01-16 (Price: 357.5)",2025-11-19 (Price: 6316.0),2025-11-20 (Price: 6350.5),203/202/202 days,21.98% below/22.4% below/22.4% below,2020-01-16 (Price: 357.5)/2025-11-20 (Price: 6243.5207),13.99%/0.64%/5.15%,"7.08%, 34.03%",3.4 months/6 days/26 days,2026-04-16/2025-11-28/2025-12-27,19.88%,40.64%,-20.76%,0.28,1.97,6761.3773/6677.5508/9946.3/No Horizontal Resistance/9957.5854/15965.083/No EMA 200 Target,5781.0/1548.5125/6244.7475/3950.0879/No F-Track Level/No F-Track Level/5523.09,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),6316.0
"AEM.TO, Long, 2025-09-30 (Price: 234.4)",2026-05-31 (Price: 253.48),"8.14%, 8.1 months","94.12%, Past 20 years, 17","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-06-10 (Price: 212.41), 9.38% below",8.4 months,"2, 2001-05-31 (Price: 14.4)",2025-09-30 (Price: 234.4),2025-09-25 (Price: 223.0),253/258/253 days,9.38% below/4.75% below/9.38% below,2001-05-31 (Price: 14.4)/2025-09-30 (Price: 200.3445),119.13%/3.75%/48.89%,"19.32%, 59.99%",2 years/5.1 months/11.5 months,2028-08-07/2026-05-09/2027-02-11,12.24%,8.78%,3.46%,1.44,0.44,270.1226/348.9982/366.4/No Horizontal Resistance/No Target/No Target/No EMA 200 Target,61.72/60.0025/193.9088/163.0279/No F-Track Level/No F-Track Level/159.65,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),200.18
"IMO.TO, Long, 2025-09-30 (Price: 126.19)",2026-05-31 (Price: 163.57),"29.62%, 8.1 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-09-30",Already confirmed,"2026-06-10 (Price: 167.45), 32.7% above",8.4 months,"0, 2001-09-30 (Price: 15.5)",2025-09-30 (Price: 126.19),2025-09-10 (Price: 126.79),253/273/253 days,32.7% above/32.07% above/32.7% above,2001-09-30 (Price: 15.5)/2025-09-30 (Price: 122.7883),56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-04-25/2026-05-09/2027-04-26,9.8%,7.48%,2.32%,1.35,0.39,166.3941/163.4539/192.6/No Horizontal Resistance/129.8192/200.2184/No EMA 200 Target,88.59/60.8067/86.3092/No stop loss/No F-Track Level/No F-Track Level/104.72,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),124.35
"IMO.TO, Long, 2025-08-31 (Price: 124.62)",2026-05-31 (Price: 163.57),"31.26%, 9.1 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-08-31",Already confirmed,"2026-06-10 (Price: 167.45), 34.37% above",9.4 months,"2, 2024-10-31 (Price: 108.89)",2025-06-30 (Price: 108.18),2025-08-20 (Price: 115.69),345/294/283 days,54.79% above/44.74% above/34.37% above,2024-10-31 (Price: 108.89)/2025-08-31 (Price: 102.61),56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-03-26/2026-04-09/2027-03-27,9.8%,7.48%,2.32%,1.35,0.39,164.3239/161.4203/134.06/No Horizontal Resistance/129.8192/200.2184/No EMA 200 Target,88.59/60.8067/86.3092/No stop loss/No F-Track Level/No F-Track Level/102.35,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),114.68
"IMO.TO, Long, 2025-07-31 (Price: 115.53)",2026-05-31 (Price: 163.57),"41.58%, 10.1 months","100.0%, Past 20 years, 23","Monthly, is CONFIRMED on 2025-07-31",Already confirmed,"2026-06-10 (Price: 167.45), 44.94% above",10.5 months,"2, 2024-10-31 (Price: 108.89)",2025-06-30 (Price: 108.18),2025-07-30 (Price: 116.68),345/315/314 days,54.79% above/43.51% above/44.94% above,2024-10-31 (Price: 108.89)/2025-07-31 (Price: 103.238),56.58%/11.5%/29.53%,"-0.0%, 64.29%",3.9 years/5.1 months/1.1 year,2031-02-23/2026-03-09/2027-02-24,9.8%,7.48%,2.32%,1.35,0.39,152.3379/149.646/119.51/No Horizontal Resistance/125.7351/130.9032/No EMA 200 Target,88.59/60.8067/95.1616/91.2096/No F-Track Level/No F-Track Level/100.87,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),110.11
"CSU.TO, Long, 2025-06-30 (Price: 4993.2002)",2026-06-05 (Price: 2969.3201),"-40.53%, 11.3 months","86.67%, Past 4 years, 30","Daily, is CONFIRMED on 2025-06-30",Already confirmed,"2026-06-10 (Price: 3143.7), 37.04% below",11.5 months,"2, 2025-05-12 (Price: 5300.0)",2025-06-26 (Price: 4926.79),2025-06-30 (Price: 4993.2002),349/345/345 days,36.19% below/37.04% below/37.04% below,2025-05-12 (Price: 5300.0)/2025-06-30 (Price: 4842.1768),8.58%/1.17%/3.86%,"5.28%, 20.08%",2.8 months/6 days/29 days,2025-10-29/2025-07-08/2025-08-11,17.4%,6.79%,10.61%,0.59,0.35,5203.9132/5185.9377/5177.28/No Horizontal Resistance/No Next Fib Ext/No Next Fib Ext/No EMA 200 Target,4828.13/1553.715/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/4652.1,90.31%/320/1.5 month (Across ALL Assets),80.18%/757/1.6 month (Across ALL Assets),4982.27
"IHI, Long, 2025-02-28 (Price: 63.77)",2026-05-31 (Price: 48.96),"-23.22%, 1.3 year","71.43%, Past 20 years, 7","Monthly, is CONFIRMED on 2025-02-28",Already confirmed,"2026-06-10 (Price: 49.72), 22.03% below",1.3 year,"2, 2022-08-31 (Price: 55.73)",2025-01-31 (Price: 63.81),2025-02-28 (Price: 63.77),495/467/467 days,22.08% below/22.03% below/22.03% below,2022-08-31 (Price: 55.73)/2025-02-28 (Price: 61.2236),16.7%/2.84%/13.93%,"21.92%, 22.64%",7.1 months/5.1 months/6.7 months,2026-01-02/2025-10-07/2025-12-16,3.99%,6.66%,-2.67%,0.06,0.39,72.1813/72.6532/68.59/66.92/68.9264/76.3906/No EMA 200 Target,45.26/46.8983/56.0899/46.1919/No F-Track Level/No F-Track Level/58.82,93.94%/66/10.9 months (Across ALL Assets),72.82%/195/9.4 months (Across ALL Assets),63.37
