Function,"Symbol, Signal, Signal Date/Price[$]",Interval,Exit Signal Date/Price[$],Target for which Price has achieved over 90 percent of gain %,Backtested Target Exit Date,Next Two Target Price % from Latest Trading Price,"% Gain, Holding Period (days)","Today Trading Date/Price[$], Today price vs Signal",Remaining Potential Exit Prices [$],Remaining Potential Exit Dates,Stop Loss (Recent Extrema/Horizontal/F-Stack 1/F-Stack 2/F-Track 1/F-Track 2/EMA 200) [$],"Win Rate [%], History Tested, Number of Trades",Signal Open Price,"Sigmashell, Success Rate of Past Analysis [%]","Divergence observed with, Signal Type",Maxima Broken Date/Price[$],"Track Level/Price($), Price on Latest Trading day vs Track Level, Signal Type","Reference Upmove or Downmove start Date/Price($), end Date/Price($)",% Change in Price on Latest Trading day vs Price on Trendpulse Breakout day/Earliest Unconfirmed Signal day/Confirmed Signal day,Backtested Returns(Win Trades) [%] (Max/Min/Avg),"Backtested Max Loss [%], Backtested Worst Single MTM during Hold Period [%]",Backtested Holding Period(Win Trades) (days) (Max/Min/Avg),Backtested Strategy CAGR [%],CAGR of Buy and Hold [%],CAGR difference (Strategy - Buy and Hold) [%],Backtested Strategy Sharpe Ratio,Sharpe Ratio of Buy and Hold,Latest Past 6 Months Performance[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets),Forward Testing Win Rate[%]/No. of Analysed Trades/Avg Holding Period (days) (Across ALL Assets)
OSCILLATOR DELTA,"MA, Long, 2026-03-31 (Price: 499.66)",Daily,No Exit Yet,519.7963 (Avg % Gain of Historic Winning trades),No Date Target,2.56%/5.06%,"4.33%, 17 days","2026-04-17 (Price: 521.3), 4.33% above",547.6773 (Historic Rise or Fall to Pivot)/534.64 (Function Specific Target)/592.095 (Horizontal)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/550.84 (EMA 200)/582.8534 (Backtested Max),2026-07-21 (Max)/2026-04-27 (Avg),No Recent Minima/305.0867/442.8637/361.9068/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.44%, Past 6 years, 18",500.0,No Information,No Information,No Information,No Information,No Information,No Information,16.65%/0.37%/4.03%,"12.42%, 14.53%",2.6 months/6 days/19 days,12.64%,7.99%,4.65%,0.0,0.42,87.86%/140/29 days (Across ALL Assets),78.27%/497/25 days (Across ALL Assets)
PULSEGAUGE,"MA, Long, 2025-07-08 (Price: 562.44)",Weekly,No Exit Yet,No Price Target,2026-04-20 (Avg),30.11%/32.14%,"-7.31%, 9.4 months","2026-04-17 (Price: 521.3), 7.31% below",688.8203 (Avg % Gain of Historic Winning trades)/716.5814 (Function Specific Target)/716.5814 (F-Stack 1)/751.3605 (F-Stack 2)/706.5934 (Backtested Max)/678.2464 (Backtested Min),2027-08-29 (Max)/2026-04-20 (Avg),532.97/279.035/554.0572/515.4888/No F-Track Level/No F-Track Level/550.84,"100.0%, Past 19 years, 14",570.67,No Information,No Information,No Information,No Information,No Information,No Information,25.63%/20.59%/22.47%,"-0.0%, 28.16%",1.5 year/2.6 months/6.6 months,17.99%,17.92%,0.07%,0.06,0.11,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
FRACTAL TRACK,"NFLX, Long, 2026-03-15 (Price: 95.31)",Weekly,No Exit Yet,No Price Target,2026-04-14 (Min),8.81%/12.74%,"2.1%, 1.1 month","2026-04-17 (Price: 97.31), 2.1% above",116.4116 (Historic Rise or Fall to Pivot)/115.5348 (Avg % Gain of Historic Winning trades)/166.02 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/105.88 (EMA 200)/123.5122 (Backtested Max)/109.7113 (Backtested Min),2028-10-08 (Max)/2027-01-26 (Avg),76.87/34.8663/86.4764/77.567/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 20 years, 12",97.7,No Information,No Information,No Information,"50% (Price: 75.193), 29.41% above, Upmove Bounce Back","2022-05-15 (Price: 16.271), 2025-07-06 (Price: 134.115)",No Information,29.59%/15.11%/21.22%,"-0.0%, 55.15%",1.8 year/21 days/7.3 months,13.22%,21.07%,-7.85%,0.0,0.87,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
TRENDPULSE,"NFLX, Long, 2026-04-10 (Price: 103.01)",Daily,No Exit Yet,No Price Target,2026-04-18 (Min),13.17%/25.03%,"-5.53%, 7 days","2026-04-17 (Price: 97.31), 5.53% below",121.67 (Function Specific Target)/139.352 (F-Stack 1)/152.4292 (F-Stack 2)/110.128 (Backtested Max),2026-07-27 (Max)/2026-04-18 (Min)/2026-05-27 (Avg),90.92/34.8663/100.8852/86.4764/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 4 years, 18",102.47,No Information,No Information,No Information,No Information,No Information,2.09% below/5.53% below/5.53% below,6.91%/0.45%/3.51%,"0.57%, 20.2%",2.5 months/6 days/1.1 month,15.22%,12.05%,3.17%,0.0,0.58,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-11-30 (Price: 1567.5)",Monthly,2026-04-17 (Price: 1365.0),No Price Target,No Date Target,39.28%/45.92%,"-12.92%, 4.6 months","2026-04-17 (Price: 1365.0), 12.92% below",2357.3632 (Historic Rise or Fall to Pivot)/1991.8222 (Avg % Gain of Historic Winning trades)/2292.59 (Function Specific Target)/2250.6285 (F-Stack 1)/2387.5727 (F-Stack 2)/2233.6875 (Backtested Max)/1901.2207 (Backtested Min),2028-03-13 (Max)/2026-11-16 (Avg),1200.1/855.3207/1503.6962/1393.886/No F-Track Level/No F-Track Level/1442.39,"75.0%, Past 48 years, 8",1486.0,No Information,No Information,No Information,"23.66% (Price: 1322.8731), 3.18% above, Upmove Bounce Back","2020-03-31 (Price: 400.3177), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
FRACTAL TRACK,"RELIANCE.NS, Long, 2025-06-30 (Price: 1500.6)",Monthly,2026-04-17 (Price: 1365.0),No Price Target,No Date Target,33.34%/36.43%,"-9.04%, 9.7 months","2026-04-17 (Price: 1365.0), 9.04% below",2256.7523 (Historic Rise or Fall to Pivot)/1906.8124 (Avg % Gain of Historic Winning trades)/1862.24 (Function Specific Target)/1879.7264 (F-Stack 1)/2250.6285 (F-Stack 2)/2138.355 (Backtested Max)/1820.0777 (Backtested Min),2027-10-12 (Max)/2026-06-16 (Avg),1200.1/853.4344/1375.0525/1032.6763/No F-Track Level/No F-Track Level/1442.39,"75.0%, Past 48 years, 8",1412.1,No Information,No Information,No Information,"78.6% (Price: 1135.0539), 20.26% above, Upmove Bounce Back","2023-03-31 (Price: 1006.0696), 2024-07-31 (Price: 1608.8)",No Information,42.5%/21.29%/27.07%,"16.77%, 28.2%",1.6 year/3 months/8.1 months,9.14%,13.13%,-3.99%,0.0,0.61,90.24%/41/1.4 year (Across ALL Assets),63.64%/66/9.7 months (Across ALL Assets)
TRENDPULSE,"TD.TO, Long, 2025-12-28 (Price: 129.16)",Weekly,No Exit Yet,145.0725 (Backtested Max),No Date Target,5.46%/19.84%,"11.62%, 3.7 months","2026-04-17 (Price: 144.17), 11.62% above",172.77 (Function Specific Target)/152.0396 (F-Stack 2),2028-07-23 (Max)/2026-07-24 (Avg),81.05/73.6233/101.1064/83.3451/No F-Track Level/No F-Track Level/102.19,"87.5%, Past 10 years, 32",128.25,No Information,No Information,No Information,No Information,No Information,14.6% above/11.83% above/11.62% above,12.32%/1.31%/6.69%,"9.57%, 31.6%",1.8 year/28 days/4.8 months,7.5%,5.65%,1.85%,0.0,0.31,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
PULSEGAUGE,"TD.TO, Long, 2026-01-28 (Price: 126.9)",Weekly,2026-04-13 (Price: 140.67),144.6406 (Avg % Gain of Historic Winning trades)/145.3766 (Backtested Max)/144.0569 (Backtested Min),No Date Target,5.46%/5.46%,"13.61%, 2.6 months","2026-04-17 (Price: 144.17), 13.61% above",152.0396 (Function Specific Target)/152.0396 (F-Stack 1)/161.295 (F-Stack 2),2029-03-20 (Max)/2026-12-24 (Avg),81.05/73.6233/103.0479/83.3451/No F-Track Level/No F-Track Level/118.37,"72.22%, Past 25 years, 18",130.41,No Information,No Information,No Information,No Information,No Information,No Information,14.56%/13.52%/13.98%,"26.93%, 26.97%",2.2 years/15 days/7.6 months,3.07%,5.54%,-2.47%,-0.48,-0.25,69.84%/63/6.2 months (Across ALL Assets),72.92%/277/6.5 months (Across ALL Assets)
FRACTAL TRACK,"GILD, Long, 2026-03-25 (Price: 138.26)",Daily,No Exit Yet,No Price Target,2026-04-18 (Min),3.35%/6.27%,"-0.45%, 23 days","2026-04-17 (Price: 137.64), 0.45% below",146.2653 (Historic Rise or Fall to Pivot)/152.9709 (Avg % Gain of Historic Winning trades)/195.39 (Function Specific Target)/154.7608 (F-Stack 1)/163.0355 (F-Stack 2)/161.8748 (Backtested Max)/142.2557 (Backtested Min),2028-12-09 (Max)/2026-04-18 (Min)/2026-11-23 (Avg),137.21/57.18/121.083/104.5806/No F-Track Level/No F-Track Level/125.8,"100.0%, Past 5 years, 17",139.76,No Information,No Information,No Information,"23.66% (Price: 134.7609), 2.14% above, Upmove Bounce Back","2024-05-31 (Price: 62.07), 2026-02-11 (Price: 157.29)",No Information,17.08%/2.89%/10.64%,"-0.0%, 28.3%",1.9 year/17 days/5.6 months,31.38%,11.19%,20.19%,0.0,0.64,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
TRENDPULSE,"GILD, Long, 2025-03-31 (Price: 112.05)",Quarterly,No Exit Yet,140.4376 (F-Stack 2),No Date Target,2.98%/13.39%,"22.84%, 1.1 year","2026-04-17 (Price: 137.64), 22.84% above",141.7433 (Historic Rise or Fall to Pivot)/156.0744 (Avg % Gain of Historic Winning trades)/165.4306 (Backtested Max),2029-07-12 (Max)/2027-05-22 (Min)/2028-09-02 (Avg),58.26/56.99/102.2986/87.442/No F-Track Level/No F-Track Level/88.22,"100.0%, Past 34 years, 7",92.62,No Information,No Information,No Information,No Information,No Information,49.01% above/27.57% above/22.84% above,47.64%/11.57%/39.29%,"-0.0%, 24.28%",3 years/1.5 year/2.4 years,9.04%,12.19%,-3.15%,0.0,0.53,100.0%/18/2.6 years (Across ALL Assets),0.0%/3/4.1 months (Across ALL Assets)
BASELINEDIVERGENCE,"BN.TO, Long, 2026-04-05 (Price: 56.93)",Weekly,No Exit Yet,63.7217 (Historic Rise or Fall to Pivot)/64.4049 (Avg % Gain of Historic Winning trades),No Date Target,7.17%/7.65%,"12.14%, 12 days","2026-04-17 (Price: 63.84), 12.14% above",68.7243 (Function Specific Target)/68.4166 (Horizontal)/68.7243 (F-Stack 1)/74.8784 (F-Stack 2)/79.1555 (Backtested Max),2026-12-04 (Max)/2026-07-05 (Min)/2026-09-08 (Avg),52.55/41.16/52.8663/46.8365/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"92.59%, Past 2 years, 27",54.81,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,39.04%/0.51%/13.13%,"10.81%, 25.91%",5.6 months/2.1 months/3.6 months,66.17%,16.44%,49.73%,0.0,0.9,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
BASELINEDIVERGENCE,"BN.TO, Long, 2026-01-18 (Price: 65.91)",Weekly,No Exit Yet,No Price Target,2026-04-19 (Min),3.77%/7.65%,"-3.14%, 3 months","2026-04-17 (Price: 63.84), 3.14% below",73.7731 (Historic Rise or Fall to Pivot)/74.564 (Avg % Gain of Historic Winning trades)/68.7243 (Function Specific Target)/68.7243 (F-Stack 1)/78.4091 (F-Stack 2)/91.6413 (Backtested Max)/66.2461 (Backtested Min),2026-09-18 (Max)/2026-04-19 (Min)/2026-06-23 (Avg),43.89/41.16/62.6228/52.8663/No F-Track Level/No F-Track Level/61.72,"92.59%, Past 2 years, 27",65.83,No Information,"^GSPC, Normal Case",No Information,No Information,No Information,No Information,39.04%/0.51%/13.13%,"10.81%, 25.91%",5.6 months/2.1 months/3.6 months,66.17%,16.44%,49.73%,0.0,0.9,74.36%/39/3.3 months (Across ALL Assets),64.9%/396/3.4 months (Across ALL Assets)
FRACTAL TRACK,"FXI, Long, 2026-04-12 (Price: 36.25)",Weekly,No Exit Yet,37.5622 (Historic Rise or Fall to Pivot),No Date Target,2.85%/10.84%,"3.72%, 5 days","2026-04-17 (Price: 37.6), 3.72% above",41.6766 (Avg % Gain of Historic Winning trades)/48.93 (Function Specific Target)/42.105 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/38.67 (EMA 200)/43.8371 (Backtested Max),2032-06-01 (Max)/2026-07-20 (Min)/2028-11-05 (Avg),34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"94.44%, Past 20 years, 18",35.34,No Information,No Information,No Information,"38.2% (Price: 33.9245), 10.83% above, Upmove Bounce Back","2024-01-28 (Price: 20.86), 2025-10-05 (Price: 42.0)",No Information,20.93%/0.55%/14.97%,"1.3%, 33.51%",4.3 years/2.3 months/1.8 year,9.45%,1.16%,8.29%,0.0,0.04,88.33%/60/1.6 year (Across ALL Assets),52.12%/165/8.1 months (Across ALL Assets)
DELTADRIFT,"FXI, Long, 2026-04-05 (Price: 35.56)",Weekly,2026-04-17 (Price: 37.6),37.69 (Function Specific Target),No Date Target,2.85%/3.04%,"5.74%, 12 days","2026-04-17 (Price: 37.6), 5.74% above",38.7426 (Avg % Gain of Historic Winning trades)/42.105 (Horizontal)/90.5742 (F-Stack 1)/95.3274 (F-Stack 2)/38.67 (EMA 200)/39.9837 (Backtested Max),2027-03-14 (Max)/2026-04-25 (Min)/2026-08-17 (Avg),34.85/20.865/No F-Stack Support/No F-Stack Support/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"70.0%, Past 15 years, 10",35.15,No Information,No Information,No Information,No Information,No Information,No Information,12.44%/4.88%/8.95%,"20.27%, 21.87%",7.9 months/14 days/3.1 months,2.0%,-1.2%,3.2%,0.26,-0.12,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"EMAMILTD.NS, Long, 2026-03-16 (Price: 424.1)",Daily,2026-04-17 (Price: 452.1),450.267 (Backtested Max),No Date Target,16.35%/40.41%,"6.6%, 1.1 month","2026-04-17 (Price: 452.1), 6.6% above",634.8 (Horizontal)/949.731 (F-Stack 1)/1026.7499 (F-Stack 2)/526.04 (EMA 200),2026-05-20 (Max),416.05/413.6/381.1799/329.2417/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"92.86%, Past 4 years, 14",416.15,No Information,No Information,No Information,No Information,No Information,No Information,6.17%/2.47%/3.64%,"6.86%, 7.63%",1.5 month/1 day/15 days,12.01%,-3.33%,15.34%,0.85,-0.16,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"EMAMILTD.NS, Long, 2026-04-05 (Price: 398.3)",Weekly,2026-04-12 (Price: 424.15),No Price Target,2026-04-15 (Min),4.39%/11.02%,"13.51%, 12 days","2026-04-17 (Price: 452.1), 13.51% above",501.9377 (Historic Rise or Fall to Pivot)/471.93 (Function Specific Target)/634.8 (Horizontal)/949.731 (F-Stack 1)/1026.7499 (F-Stack 2)/526.04 (EMA 200)/504.0487 (Backtested Max),2026-10-26 (Max)/2026-05-31 (Avg),393.1/No Horizontal Support/381.1799/329.2417/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"87.5%, Past 15 years, 8",391.7,No Information,No Information,No Information,No Information,No Information,No Information,26.55%/6.51%/10.95%,"17.56%, 19.61%",4.7 months/7 days/1.3 month,8.05%,5.09%,2.96%,0.59,0.26,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
TRENDPULSE,"NVDA, Long, 2026-02-09 (Price: 190.04)",Daily,2026-04-17 (Price: 201.68),No Price Target,No Date Target,0.82%/3.03%,"6.13%, 2.2 months","2026-04-17 (Price: 201.68), 6.13% above",237.341 (Historic Rise or Fall to Pivot)/207.7897 (Avg % Gain of Historic Winning trades)/203.33 (Function Specific Target)/239.8943 (F-Stack 1)/283.6698 (F-Stack 2)/226.9268 (Backtested Max),No Next Date Target,171.88/13.9695/176.5924/152.8996/No F-Track Level/No F-Track Level/170.11,"90.91%, Past 4 years, 22",184.26,No Information,No Information,No Information,No Information,No Information,8.78% above/6.13% above/6.13% above,19.41%/2.96%/9.34%,"6.69%, 63.72%",17 days/6 days/10 days,14.21%,47.05%,-32.84%,0.0,1.84,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
SIGMASHELL,"MSFT, Long, 2026-03-11 (Price: 404.88)",Daily,No Exit Yet,422.4923 (Backtested Min),No Date Target,10.31%/11.63%,"4.42%, 1.2 month","2026-04-17 (Price: 422.79), 4.42% above",466.3813 (Avg % Gain of Historic Winning trades)/553.3726 (Function Specific Target)/554.585 (Horizontal)/553.3726 (F-Stack 1)/615.9924 (F-Stack 2)/471.96 (EMA 200)/512.74 (Backtested Max),2026-08-31 (Max)/2026-05-15 (Min)/2026-06-23 (Avg),384.47/216.39/386.873/350.287/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"91.67%, Past 5 years, 12",405.57,"-3.29, 72.62%",No Information,No Information,No Information,No Information,No Information,26.64%/4.35%/15.19%,"0.24%, 14.8%",4 months/1.5 month/2.4 months,32.78%,15.46%,17.32%,0.0,0.76,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
FRACTAL TRACK,"BTC-USD, Long, 2026-03-31 (Price: 68231.1875)",Daily,No Exit Yet,74876.9052 (Historic Rise or Fall to Pivot),No Date Target,1.2%/3.97%,"9.59%, 16 days","2026-04-16 (Price: 74772.2891), 9.59% above",75668.3869 (Avg % Gain of Historic Winning trades)/77739.43 (Function Specific Target)/124582.2656 (Horizontal)/128961.5315 (F-Stack 1)/140554.5205 (F-Stack 2)/87587.01 (EMA 200)/79543.9184 (Backtested Max),2029-07-10 (Max)/2026-07-17 (Avg),65954.92/18304.4229/63455.2249/57447.2152/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"89.66%, Past 5 years, 29",66727.5234,No Information,No Information,No Information,"61.8% (Price: 66127.7869), 13.07% above, Upmove Bounce Back","2026-02-06 (Price: 60074.2031), 2026-03-17 (Price: 75921.2812)",No Information,16.58%/2.6%/10.9%,"10.03%, 72.69%",2.3 years/2 days/2.5 months,39.05%,3.09%,35.96%,0.0,0.22,91.64%/299/5 months (Across ALL Assets),46.15%/52/5.5 months (Across ALL Assets)
TRENDPULSE,"META, Long, 2026-04-09 (Price: 628.39)",Daily,2026-04-17 (Price: 688.55),688.7783 (Historic Rise or Fall to Pivot)/683.13 (EMA 200),No Date Target,1.34%/7.83%,"9.57%, 8 days","2026-04-17 (Price: 688.55), 9.57% above",697.76 (Function Specific Target)/742.455 (Horizontal)/842.484 (F-Stack 1)/1305.5879 (F-Stack 2),2026-10-21 (Max)/2026-04-20 (Min)/2026-05-15 (Avg),525.72/276.89/556.264/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 4 years, 16",626.97,No Information,No Information,No Information,No Information,No Information,12.43% above/9.57% above/9.57% above,7.95%/0.93%/4.32%,"0%, 60.2%",4.5 months/8 days/25 days,11.73%,15.29%,-3.56%,0.0,0.7,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
SIGMASHELL,"SPY, Long, 2026-04-01 (Price: 655.24)",Daily,No Exit Yet,706.8729 (Avg % Gain of Historic Winning trades),No Date Target,3.29%/36.47%,"8.38%, 16 days","2026-04-17 (Price: 710.14), 8.38% above",969.1148 (Function Specific Target)/969.1148 (F-Stack 1)/1522.3697 (F-Stack 2)/733.4757 (Backtested Max),2026-09-30 (Max)/2026-05-23 (Min)/2026-07-18 (Avg),631.97/412.1625/627.1849/415.8599/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 5 years, 10",653.9,"-4.8, 90.62%",No Information,No Information,No Information,No Information,No Information,11.94%/1.85%/7.88%,"-0.0%, 14.73%",4.2 months/1.2 month/2.5 months,18.47%,5.86%,12.61%,0.0,0.32,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
DELTADRIFT,"ORCL, Long, 2026-02-15 (Price: 160.14)",Weekly,No Exit Yet,175.6416 (Backtested Min),No Date Target,2.64%/4.18%,"9.32%, 2 months","2026-04-17 (Price: 175.06), 9.32% above",203.3298 (Historic Rise or Fall to Pivot)/179.6771 (Avg % Gain of Historic Winning trades)/191.5 (Function Specific Target)/300.069 (F-Stack 1)/376.1425 (F-Stack 2)/215.37 (EMA 200)/182.3834 (Backtested Max),No Next Date Target,142.82/82.7925/152.3597/145.7273/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"80.0%, Past 15 years, 5",148.49,No Information,No Information,No Information,No Information,No Information,No Information,13.89%/9.68%/12.2%,"20.01%, 25.53%",21 days/7 days/16 days,5.16%,7.07%,-1.91%,-0.04,0.36,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"BABA, Long, 2026-03-24 (Price: 125.48)",Daily,2026-04-14 (Price: 131.35),140.8638 (Backtested Max),No Date Target,4.26%/28.78%,"12.38%, 24 days","2026-04-17 (Price: 141.01), 12.38% above",181.595 (Horizontal)/395.5515 (F-Stack 1)/453.696 (F-Stack 2)/147.02 (EMA 200),2026-05-15 (Max),122.41/67.495/108.0763/No stop loss/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",124.36,No Information,No Information,No Information,No Information,No Information,No Information,12.26%/3.97%/6.72%,"17.99%, 17.99%",1.2 month/1 day/13 days,12.35%,-8.19%,20.54%,1.04,-0.08,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
DELTADRIFT,"PG, Long, 2026-03-23 (Price: 143.99)",Daily,2026-04-17 (Price: 146.93),No Price Target,No Date Target,0.44%/1.53%,"2.04%, 25 days","2026-04-17 (Price: 146.93), 2.04% above",152.4854 (Historic Rise or Fall to Pivot)/147.5754 (Avg % Gain of Historic Winning trades)/150.03 (Function Specific Target)/179.4533 (Horizontal)/186.6499 (F-Stack 1)/209.3631 (F-Stack 2)/151.24 (EMA 200)/149.1736 (Backtested Max),2026-06-09 (Max),138.04/130.72/140.2317/117.5404/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"85.71%, Past 4 years, 14",146.15,No Information,No Information,No Information,No Information,No Information,No Information,3.6%/1.35%/2.49%,"8.75%, 11.0%",1.8 month/1 day/14 days,5.85%,0.6%,5.25%,0.22,-0.12,78.7%/169/13 days (Across ALL Assets),74.35%/620/16 days (Across ALL Assets)
SIGMASHELL,"AMD, Long, 2026-03-03 (Price: 190.95)",Daily,No Exit Yet,273.8526 (Function Specific Target)/273.8526 (F-Stack 1),No Date Target,10.62%,"45.79%, 1.5 month","2026-04-17 (Price: 278.39), 45.79% above",307.9609 (F-Stack 2),2026-10-27 (Max)/2026-05-11 (Min)/2026-07-28 (Avg),151.14/72.05/187.3421/170.075/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"71.43%, Past 5 years, 7",191.46,"-3.21, 93.75%",No Information,No Information,No Information,No Information,No Information,29.95%/11.64%/20.21%,"21.78%, 48.49%",5.5 months/1.6 month/3.4 months,11.76%,6.65%,5.11%,0.0,0.44,61.7%/47/4.8 months (Across ALL Assets),64.05%/306/3.6 months (Across ALL Assets)
TRENDPULSE,"QQQ, Long, 2025-10-26 (Price: 617.1)",Weekly,No Exit Yet,648.6955 (Avg % Gain of Historic Winning trades),No Date Target,1.23%/8.14%,"5.15%, 5.8 months","2026-04-17 (Price: 648.85), 5.15% above",701.6427 (Historic Rise or Fall to Pivot)/920.5 (Function Specific Target)/836.2536 (F-Stack 2)/656.8412 (Backtested Max),2026-04-26 (Max),422.67/256.995/563.3658/526.8888/No F-Track Level/No F-Track Level/533.99,"94.12%, Past 10 years, 17",607.14,No Information,No Information,No Information,No Information,No Information,7.44% above/6.27% above/5.15% above,6.44%/1.74%/5.12%,"10.15%, 35.46%",4.2 months/1.2 month/2.7 months,8.01%,11.53%,-3.52%,0.0,0.76,91.3%/161/4.7 months (Across ALL Assets),74.55%/389/4 months (Across ALL Assets)
DELTADRIFT,"DIS, Long, 2026-04-05 (Price: 96.61)",Weekly,2026-04-17 (Price: 106.29),105.7493 (Avg % Gain of Historic Winning trades),2026-04-15 (Min),1.5%/3.51%,"10.02%, 12 days","2026-04-17 (Price: 106.29), 10.02% above",110.0195 (Historic Rise or Fall to Pivot)/107.88 (Function Specific Target)/168.455 (Horizontal)/207.5364 (F-Stack 1)/245.6322 (F-Stack 2)/110.55 (EMA 200)/114.6761 (Backtested Max),2026-08-13 (Max)/2026-06-09 (Avg),92.42/79.415/94.0946/88.5027/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"88.89%, Past 15 years, 9",92.89,No Information,No Information,No Information,No Information,No Information,No Information,18.7%/4.98%/9.46%,"22.55%, 25.06%",3 months/7 days/1.5 month,7.0%,3.97%,3.03%,0.77,0.18,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
DELTADRIFT,"HDB, Long, 2026-04-05 (Price: 24.83)",Weekly,2026-04-12 (Price: 26.73),27.6482 (Historic Rise or Fall to Pivot)/27.4669 (Avg % Gain of Historic Winning trades)/27.56 (Function Specific Target),2026-04-15 (Min),5.43%/24.25%,"10.79%, 12 days","2026-04-17 (Price: 27.51), 10.79% above",39.3812 (Horizontal)/40.717 (F-Stack 1)/51.346 (F-Stack 2)/34.18 (EMA 200)/29.0039 (Backtested Max),2026-07-05 (Max)/2026-05-31 (Avg),24.35/No Horizontal Support/21.1884/14.0692/No F-Track Level/No F-Track Level/No EMA 200 Stop Loss,"100.0%, Past 15 years, 8",24.11,No Information,No Information,No Information,No Information,No Information,No Information,16.81%/7.78%/10.62%,"-0.0%, 13.44%",2.1 months/7 days/1.3 month,13.48%,5.22%,8.26%,1.54,0.26,78.57%/14/2.7 months (Across ALL Assets),78.95%/133/2 months (Across ALL Assets)
TRENDPULSE,"ARM, Long, 2026-04-01 (Price: 155.07)",Daily,2026-04-17 (Price: 166.73),No Price Target,2026-04-15 (Min),1.88%/8.96%,"7.52%, 16 days","2026-04-17 (Price: 166.73), 7.52% above",169.8637 (Avg % Gain of Historic Winning trades)/214.04 (Function Specific Target)/184.93 (Horizontal)/209.6611 (F-Stack 1)/292.8214 (F-Stack 2)/181.6645 (Backtested Max),2026-06-18 (Max)/2026-05-11 (Avg),114.38/No Horizontal Support/122.7432/102.2246/No F-Track Level/No F-Track Level/138.55,"83.33%, Past 4 years, 6",154.39,No Information,No Information,No Information,No Information,No Information,10.21% above/7.52% above/7.52% above,17.15%/3.03%/9.54%,"11.36%, 41.47%",1.8 month/10 days/28 days,17.74%,26.09%,-8.35%,0.0,1.03,92.31%/325/1.3 month (Across ALL Assets),77.68%/775/1.6 month (Across ALL Assets)
